"";"mod2";"modalite";"sp1";"sp2";"pot";"sp";"ind";"etat";"origine";"nbleaves1";"le length";"le width";"st diam";"st length";"obs";"date";"mort";"area";"masse";"masse_tot.x";"vol";"masse_tot.y";"vol_tot";"diffmass";"diffvol";"X";"nom_binomial";"basisOfRecord";"individualCount";"kingdom";"recordedBy";"eventDate";"country";"countryCode";"island";"licence"
"866";"INTER4 POLCUT HIPBEN 5 POLCUT 1";"INTER4";"POLCUT";"HIPBEN";5;"POLCUT";1;1;NA;5;6,4;1,2;2,3;2,9;"VA, MA, MR";2024-10-03;NA;7,68;0,0300730655460416;0,150365327730208;6,67;0,3045;5,58;0,154134672269792;-1,09;14;"Polyscias cutispongia";"LivingSpecimen";25;"Plantae";"Margaux Rojat";"2024";"France";"FR";"La Réunion";"http://creativecommons.org/licenses/by/4.0/legalcode"
"867";"INTER4 POLCUT HIPBEN 5 POLCUT 2";"INTER4";"POLCUT";"HIPBEN";5;"POLCUT";2;1;NA;5;4,5;0,7;2,3;2,7;"VA, MA, MR";2024-10-03;NA;3,15;0,00667970373976208;0,0333985186988104;6,21;0,765;5,6525;0,73160148130119;-0,5575;14;"Polyscias cutispongia";"LivingSpecimen";25;"Plantae";"Margaux Rojat";"2024";"France";"FR";"La Réunion";"http://creativecommons.org/licenses/by/4.0/legalcode"
"868";"INTER4 POLCUT HIPBEN 5 POLCUT 3";"INTER4";"POLCUT";"HIPBEN";5;"POLCUT";3;1;NA;6;6;1;4;3,1;"VA, MA, MR";2024-10-03;NA;6;0,0213973816973551;0,128384290184131;12,4;2,088;7,072;1,95961570981587;-5,328;14;"Polyscias cutispongia";"LivingSpecimen";25;"Plantae";"Margaux Rojat";"2024";"France";"FR";"La Réunion";"http://creativecommons.org/licenses/by/4.0/legalcode"
"869";"INTER4 POLCUT PSICAT 1 POLCUT 1";"INTER4";"POLCUT";"PSICAT";1;"POLCUT";1;1;NA;5;4,8;1;2,5;2;"MA, VA, MR";2024-10-03;NA;4,8;0,0152004646625791;0,0760023233128956;5;3,6;8,05;3,52399767668711;3,05;14;"Polyscias cutispongia";"LivingSpecimen";25;"Plantae";"Margaux Rojat";"2024";"France";"FR";"La Réunion";"http://creativecommons.org/licenses/by/4.0/legalcode"
"870";"INTER4 POLCUT PSICAT 1 POLCUT 2";"INTER4";"POLCUT";"PSICAT";1;"POLCUT";2;1;NA;4;7,1;1,3;2,5;3,6;"MA, VA, MR";2024-10-03;NA;9,23;0,0380774167159606;0,152309666863843;9;6,978;18,9;6,82569033313616;9,9;14;"Polyscias cutispongia";"LivingSpecimen";25;"Plantae";"Margaux Rojat";"2024";"France";"FR";"La Réunion";"http://creativecommons.org/licenses/by/4.0/legalcode"
"871";"INTER4 POLCUT PSICAT 1 POLCUT 3";"INTER4";"POLCUT";"PSICAT";1;"POLCUT";3;1;NA;5;5,7;1,1;2,5;3,6;"MA, VA, MR";2024-10-03;NA;6,27;0,0227916880301798;0,113958440150899;9;12,416;20,72;12,3020415598491;11,72;14;"Polyscias cutispongia";"LivingSpecimen";25;"Plantae";"Margaux Rojat";"2024";"France";"FR";"La Réunion";"http://creativecommons.org/licenses/by/4.0/legalcode"
"872";"INTER4 POLCUT PSICAT 1 PSICAT 4";"INTER4";"POLCUT";"PSICAT";1;"PSICAT";4;1;NA;6;1,3;0,8;1;2,5;"MA, VA, MR";2024-10-03;NA;1,04;0,00333262618799781;0,0199957571279868;2,5;3,01714285714286;7,965;2,99714710001487;5,465;16;"Psidium cattleyanum";"LivingSpecimen";25;"Plantae";"Margaux Rojat";"2024";"France";"FR";"La Réunion";"http://creativecommons.org/licenses/by/4.0/legalcode"
"873";"INTER4 POLCUT PSICAT 2 POLCUT 1";"INTER4";"POLCUT";"PSICAT";2;"POLCUT";1;1;NA;7;7,3;1,3;3;4,1;"MA, VA, MR";2024-10-03;NA;9,49;0,0394200820734954;0,275940574514468;12,3;9,17;22,356;8,89405942548553;10,056;14;"Polyscias cutispongia";"LivingSpecimen";25;"Plantae";"Margaux Rojat";"2024";"France";"FR";"La Réunion";"http://creativecommons.org/licenses/by/4.0/legalcode"
"874";"INTER4 POLCUT PSICAT 2 POLCUT 2";"INTER4";"POLCUT";"PSICAT";2;"POLCUT";2;1;NA;5;7,5;1,3;2,5;3;"MA, VA, MR";2024-10-03;NA;9,75;0,0407627474310302;0,203813737155151;7,5;10,0375;18,72;9,83368626284485;11,22;14;"Polyscias cutispongia";"LivingSpecimen";25;"Plantae";"Margaux Rojat";"2024";"France";"FR";"La Réunion";"http://creativecommons.org/licenses/by/4.0/legalcode"
"875";"INTER4 POLCUT PSICAT 2 POLCUT 3";"INTER4";"POLCUT";"PSICAT";2;"POLCUT";3;1;NA;5;4,7;1;3;2,3;"MA, VA, MR";2024-10-03;NA;4,7;0,0146840549096811;0,0734202745484056;6,9;1,9985;10,125;1,92507972545159;3,225;14;"Polyscias cutispongia";"LivingSpecimen";25;"Plantae";"Margaux Rojat";"2024";"France";"FR";"La Réunion";"http://creativecommons.org/licenses/by/4.0/legalcode"
"876";"INTER4 POLCUT PSICAT 2 PSICAT 4";"INTER4";"POLCUT";"PSICAT";2;"PSICAT";4;1;NA;8;0,95;0,7;1;1,7;"MA, VA, MR";2024-10-03;NA;0,665;0,00170074217841821;0,0136059374273457;1,7;7,2705;18,49;7,25689406257265;16,79;16;"Psidium cattleyanum";"LivingSpecimen";25;"Plantae";"Margaux Rojat";"2024";"France";"FR";"La Réunion";"http://creativecommons.org/licenses/by/4.0/legalcode"
"877";"INTER4 POLCUT PSICAT 3 POLCUT 1";"INTER4";"POLCUT";"PSICAT";3;"POLCUT";1;1;NA;4;3,3;0,65;2;2,2;"MA, VA, MR";2024-10-03;NA;2,145;0,00148978572313716;0,00595914289254863;4,4;0,9135;4;0,907540857107451;-0,4;14;"Polyscias cutispongia";"LivingSpecimen";25;"Plantae";"Margaux Rojat";"2024";"France";"FR";"La Réunion";"http://creativecommons.org/licenses/by/4.0/legalcode"
"878";"INTER4 POLCUT PSICAT 3 POLCUT 2";"INTER4";"POLCUT";"PSICAT";3;"POLCUT";2;1;NA;6;7,7;1,3;3,5;4,6;"MA, VA, MR";2024-10-03;NA;10,01;0,042105412788565;0,25263247673139;16,1;6,136;23,607;5,88336752326861;7,507;14;"Polyscias cutispongia";"LivingSpecimen";25;"Plantae";"Margaux Rojat";"2024";"France";"FR";"La Réunion";"http://creativecommons.org/licenses/by/4.0/legalcode"
"879";"INTER4 POLCUT PSICAT 3 POLCUT 3";"INTER4";"POLCUT";"PSICAT";3;"POLCUT";3;1;NA;5;7,1;1,1;3;3,9;"MA, VA, MR";2024-10-03;NA;7,81;0,030744398224809;0,153721991124045;11,7;9,73;20,71;9,57627800887595;9,01;14;"Polyscias cutispongia";"LivingSpecimen";25;"Plantae";"Margaux Rojat";"2024";"France";"FR";"La Réunion";"http://creativecommons.org/licenses/by/4.0/legalcode"
"880";"INTER4 POLCUT PSICAT 3 PSICAT 4";"INTER4";"POLCUT";"PSICAT";3;"PSICAT";4;1;NA;9;1,3;0,7;1;2,9;"MA, VA, MR";2024-10-03;NA;0,91;0,00276690639801021;0,0249021575820919;2,9;3,248;10,164;3,22309784241791;7,264;16;"Psidium cattleyanum";"LivingSpecimen";25;"Plantae";"Margaux Rojat";"2024";"France";"FR";"La Réunion";"http://creativecommons.org/licenses/by/4.0/legalcode"
"881";"INTER4 POLCUT PSICAT 4 POLCUT 1";"INTER4";"POLCUT";"PSICAT";4;"POLCUT";1;1;NA;5;9,3;1,3;5;5;"MA, VA, MR";2024-10-03;NA;12,09;0,0528467356488435;0,264233678244218;25;5,44;18,165;5,17576632175578;-6,835;14;"Polyscias cutispongia";"LivingSpecimen";25;"Plantae";"Margaux Rojat";"2024";"France";"FR";"La Réunion";"http://creativecommons.org/licenses/by/4.0/legalcode"
"882";"INTER4 POLCUT PSICAT 4 POLCUT 2";"INTER4";"POLCUT";"PSICAT";4;"POLCUT";2;1;NA;6;9;1,5;4,5;5;"MA, VA, MR";2024-10-03;NA;13,5;0,0601281131647053;0,360768678988232;22,5;5,064;12,87;4,70323132101177;-9,63;14;"Polyscias cutispongia";"LivingSpecimen";25;"Plantae";"Margaux Rojat";"2024";"France";"FR";"La Réunion";"http://creativecommons.org/licenses/by/4.0/legalcode"
"883";"INTER4 POLCUT PSICAT 4 POLCUT 3";"INTER4";"POLCUT";"PSICAT";4;"POLCUT";3;1;NA;5;8,1;1,2;3;3,4;"MA, VA, MR";2024-10-03;NA;9,72;0,0406078245051608;0,203039122525804;10,2;2,765;9,44;2,5619608774742;-0,759999999999998;14;"Polyscias cutispongia";"LivingSpecimen";25;"Plantae";"Margaux Rojat";"2024";"France";"FR";"La Réunion";"http://creativecommons.org/licenses/by/4.0/legalcode"
"884";"INTER4 POLCUT PSICAT 4 PSICAT 4";"INTER4";"POLCUT";"PSICAT";4;"PSICAT";4;1;NA;8;1,7;0,8;1;2,9;"MA, VA, MR";2024-10-03;NA;1,36;0,00472516720950573;0,0378013376760458;2,9;1,737;9,84;1,69919866232395;6,94;16;"Psidium cattleyanum";"LivingSpecimen";25;"Plantae";"Margaux Rojat";"2024";"France";"FR";"La Réunion";"http://creativecommons.org/licenses/by/4.0/legalcode"
"885";"INTER4 POLCUT PSICAT 5 POLCUT 1";"INTER4";"POLCUT";"PSICAT";5;"POLCUT";1;1;NA;5;4,1;0,7;4;3;"MA, VA, MR";2024-10-03;NA;2,87;0,00523375643164767;0,0261687821582384;12;0,88;4,5;0,853831217841762;-7,5;14;"Polyscias cutispongia";"LivingSpecimen";25;"Plantae";"Margaux Rojat";"2024";"France";"FR";"La Réunion";"http://creativecommons.org/licenses/by/4.0/legalcode"
"886";"INTER4 POLCUT PSICAT 5 POLCUT 2";"INTER4";"POLCUT";"PSICAT";5;"POLCUT";2;1;NA;5;4,4;0,9;2,5;2,7;"MA, VA, MR";2024-10-03;NA;3,96;0,0108626227382359;0,0543131136911795;6,75;2,084;9,9;2,02968688630882;3,15;14;"Polyscias cutispongia";"LivingSpecimen";25;"Plantae";"Margaux Rojat";"2024";"France";"FR";"La Réunion";"http://creativecommons.org/licenses/by/4.0/legalcode"
"887";"INTER4 POLCUT PSICAT 5 POLCUT 3";"INTER4";"POLCUT";"PSICAT";5;"POLCUT";3;1;NA;5;7,6;1,2;3;3,7;"MA, VA, MR";2024-10-03;NA;9,12;0,0375093659877728;0,187546829938864;11,1;4,8945;19,8;4,70695317006114;8,7;14;"Polyscias cutispongia";"LivingSpecimen";25;"Plantae";"Margaux Rojat";"2024";"France";"FR";"La Réunion";"http://creativecommons.org/licenses/by/4.0/legalcode"
"888";"INTER4 POLCUT PSICAT 5 PSICAT 4";"INTER4";"POLCUT";"PSICAT";5;"PSICAT";4;1;NA;10;1,2;0,65;1;3;"MA, VA, MR";2024-10-03;NA;0,78;0,00220118660802262;0,0220118660802262;3;5,1395;17,5;5,11748813391977;14,5;16;"Psidium cattleyanum";"LivingSpecimen";25;"Plantae";"Margaux Rojat";"2024";"France";"FR";"La Réunion";"http://creativecommons.org/licenses/by/4.0/legalcode"
"889";"INTER4 POUBOR HIPBEN 1 HIPBEN 4";"INTER4";"POUBOR";"HIPBEN";1;"HIPBEN";4;0;NA;1;3;1,4;1,5;10;"AM, VC";2024-10-10;NA;4,2;0,0279277397159233;0,041891609573885;15;0;0;-0,041891609573885;-15;9;"Hiptage benghalensis";"LivingSpecimen";25;"Plantae";"Margaux Rojat";"2024";"France";"FR";"La Réunion";"http://creativecommons.org/licenses/by/4.0/legalcode"
"890";"INTER4 POUBOR HIPBEN 1 POUBOR 1";"INTER4";"POUBOR";"HIPBEN";1;"POUBOR";1;1;NA;5;9;6,5;4,9;7,5;"AM, VC";2024-10-10;NA;58,5;0,0650259539642112;0,325129769821056;36,75;4,779;41,7125;4,45387023017894;4,9625;15;"Poupartia borbonica";"LivingSpecimen";25;"Plantae";"Margaux Rojat";"2024";"France";"FR";"La Réunion";"http://creativecommons.org/licenses/by/4.0/legalcode"
"891";"INTER4 POUBOR HIPBEN 1 POUBOR 2";"INTER4";"POUBOR";"HIPBEN";1;"POUBOR";2;1;NA;6;5,2;3;2;7;"AM, VC";2024-10-10;NA;15,6;-0,00653114921340048;-0,0424524698871031;14;0,29;4,03;0,332452469887103;-9,97;15;"Poupartia borbonica";"LivingSpecimen";25;"Plantae";"Margaux Rojat";"2024";"France";"FR";"La Réunion";"http://creativecommons.org/licenses/by/4.0/legalcode"
"892";"INTER4 POUBOR HIPBEN 1 POUBOR 3";"INTER4";"POUBOR";"HIPBEN";1;"POUBOR";3;1;NA;5;6;5;2,5;7,2;"AM, VC";2024-10-10;NA;30;0,0174880182867769;0,0874400914338844;18;2,304;32,39;2,21655990856611;14,39;15;"Poupartia borbonica";"LivingSpecimen";25;"Plantae";"Margaux Rojat";"2024";"France";"FR";"La Réunion";"http://creativecommons.org/licenses/by/4.0/legalcode"
"893";"INTER4 POUBOR HIPBEN 2 HIPBEN 4";"INTER4";"POUBOR";"HIPBEN";2;"HIPBEN";4;0;NA;3;6,5;2;2,7;7,5;"AM, VC";2024-10-10;NA;13;0,0554150686525499;0,2216602746102;20,25;4,6795;4,284;4,4578397253898;-15,966;9;"Hiptage benghalensis";"LivingSpecimen";25;"Plantae";"Margaux Rojat";"2024";"France";"FR";"La Réunion";"http://creativecommons.org/licenses/by/4.0/legalcode"
"894";"INTER4 POUBOR HIPBEN 2 POUBOR 1";"INTER4";"POUBOR";"HIPBEN";2;"POUBOR";1;0;NA;3;3;1,7;1,7;5,5;"AM, VC";2024-10-10;NA;5,1;-0,0240451255156131;-0,108203064820259;9,35;0,425;3,105;0,533203064820259;-6,245;15;"Poupartia borbonica";"LivingSpecimen";25;"Plantae";"Margaux Rojat";"2024";"France";"FR";"La Réunion";"http://creativecommons.org/licenses/by/4.0/legalcode"
"895";"INTER4 POUBOR HIPBEN 2 POUBOR 2";"INTER4";"POUBOR";"HIPBEN";2;"POUBOR";2;0;NA;6;6;4,5;2,8;6,5;"AM, VC";2024-10-10;NA;27;0,0124840250575732;0,0936301879317994;18,2;0,26;11,844;0,166369812068201;-6,356;15;"Poupartia borbonica";"LivingSpecimen";25;"Plantae";"Margaux Rojat";"2024";"France";"FR";"La Réunion";"http://creativecommons.org/licenses/by/4.0/legalcode"
"896";"INTER4 POUBOR HIPBEN 2 POUBOR 3";"INTER4";"POUBOR";"HIPBEN";2;"POUBOR";3;0;NA;7;6;3,6;3,2;7,2;"AM, VC";2024-10-10;NA;21,6;0,00347683724500675;0,0295531165825574;23,04;0,648;63,555;0,618446883417443;40,515;15;"Poupartia borbonica";"LivingSpecimen";25;"Plantae";"Margaux Rojat";"2024";"France";"FR";"La Réunion";"http://creativecommons.org/licenses/by/4.0/legalcode"
"897";"INTER4 POUBOR HIPBEN 3 HIPBEN 4";"INTER4";"POUBOR";"HIPBEN";3;"HIPBEN";4;1;NA;2;5;1,5;2;8,5;"AM, VC";2024-10-10;NA;7,5;0,0382354880671583;0,0764709761343166;17;0,344;2,8;0,267529023865683;-14,2;9;"Hiptage benghalensis";"LivingSpecimen";25;"Plantae";"Margaux Rojat";"2024";"France";"FR";"La Réunion";"http://creativecommons.org/licenses/by/4.0/legalcode"
"898";"INTER4 POUBOR HIPBEN 3 POUBOR 1";"INTER4";"POUBOR";"HIPBEN";3;"POUBOR";1;1;NA;3;5;3,3;2;6;"AM, VC";2024-10-10;NA;16,5;-0,0050299512446394;-0,0150898537339182;12;0,001;0,5;0,0160898537339182;-11,5;15;"Poupartia borbonica";"LivingSpecimen";25;"Plantae";"Margaux Rojat";"2024";"France";"FR";"La Réunion";"http://creativecommons.org/licenses/by/4.0/legalcode"
"899";"INTER4 POUBOR HIPBEN 3 POUBOR 2";"INTER4";"POUBOR";"HIPBEN";3;"POUBOR";2;0;NA;11;9;6,5;4,3;6,5;"AM, VC";2024-10-10;NA;58,5;0,0650259539642112;0,845337401534746;27,95;5,895;57,6;5,04966259846525;29,65;15;"Poupartia borbonica";"LivingSpecimen";25;"Plantae";"Margaux Rojat";"2024";"France";"FR";"La Réunion";"http://creativecommons.org/licenses/by/4.0/legalcode"
"900";"INTER4 POUBOR HIPBEN 3 POUBOR 3";"INTER4";"POUBOR";"HIPBEN";3;"POUBOR";3;1;NA;5;5,5;4;1,9;5,3;"AM, VC";2024-10-10;NA;22;0,0041440363422339;0,0207201817111695;10,07;0,212;8,7;0,191279818288831;-1,37;15;"Poupartia borbonica";"LivingSpecimen";25;"Plantae";"Margaux Rojat";"2024";"France";"FR";"La Réunion";"http://creativecommons.org/licenses/by/4.0/legalcode"
"901";"INTER4 POUBOR HIPBEN 4 POUBOR 1";"INTER4";"POUBOR";"HIPBEN";4;"POUBOR";1;0;NA;8;6;4,5;2,9;6;"AM, VC";2024-10-10;NA;27;0,0124840250575732;0,118598238046946;17,4;0,6405;9,5;0,521901761953054;-7,9;15;"Poupartia borbonica";"LivingSpecimen";25;"Plantae";"Margaux Rojat";"2024";"France";"FR";"La Réunion";"http://creativecommons.org/licenses/by/4.0/legalcode"
"902";"INTER4 POUBOR HIPBEN 4 POUBOR 2";"INTER4";"POUBOR";"HIPBEN";4;"POUBOR";2;1;NA;6;6;5,5;2,4;7;"AM, VC";2024-10-10;NA;33;0,0224920115159805;0,146198074853873;16,8;0,723;40,8;0,576801925146127;24;15;"Poupartia borbonica";"LivingSpecimen";25;"Plantae";"Margaux Rojat";"2024";"France";"FR";"La Réunion";"http://creativecommons.org/licenses/by/4.0/legalcode"
"903";"INTER4 POUBOR HIPBEN 4 POUBOR 3";"INTER4";"POUBOR";"HIPBEN";4;"POUBOR";3;0;NA;10;10;8;4,5;8;"AM, VC";2024-10-10;NA;80;0,10088790544017;1,51331858160256;36;6,6285;42,36;5,11518141839744;6,35999999999999;15;"Poupartia borbonica";"LivingSpecimen";25;"Plantae";"Margaux Rojat";"2024";"France";"FR";"La Réunion";"http://creativecommons.org/licenses/by/4.0/legalcode"
"904";"INTER4 POUBOR HIPBEN 5 HIPBEN 4";"INTER4";"POUBOR";"HIPBEN";5;"HIPBEN";4;0;NA;4;5,3;2;1,8;9,5;"AM, VC";2024-10-10;NA;10,6;0,0479185243971063;0,239592621985531;17,1;1,252;3,8;1,01240737801447;-13,3;9;"Hiptage benghalensis";"LivingSpecimen";25;"Plantae";"Margaux Rojat";"2024";"France";"FR";"La Réunion";"http://creativecommons.org/licenses/by/4.0/legalcode"
"905";"INTER4 POUBOR HIPBEN 5 POUBOR 1";"INTER4";"POUBOR";"HIPBEN";5;"POUBOR";1;1;NA;5;5,5;4,5;1,9;4,2;"AM, VC";2024-10-10;NA;24,75;0,00873103013567054;0,0436551506783527;7,98;1,2775;11,58;1,23384484932165;3,6;15;"Poupartia borbonica";"LivingSpecimen";25;"Plantae";"Margaux Rojat";"2024";"France";"FR";"La Réunion";"http://creativecommons.org/licenses/by/4.0/legalcode"
"906";"INTER4 POUBOR HIPBEN 5 POUBOR 2";"INTER4";"POUBOR";"HIPBEN";5;"POUBOR";2;1;NA;4;6;4,5;3,4;7,2;"AM, VC";2024-10-10;NA;27;0,0124840250575732;0,049936100230293;24,48;0,61;8,255;0,560063899769707;-16,225;15;"Poupartia borbonica";"LivingSpecimen";25;"Plantae";"Margaux Rojat";"2024";"France";"FR";"La Réunion";"http://creativecommons.org/licenses/by/4.0/legalcode"
"907";"INTER4 POUBOR HIPBEN 5 POUBOR 3";"INTER4";"POUBOR";"HIPBEN";5;"POUBOR";3;0;NA;9;8;6;3,3;7;"AM, VC";2024-10-10;NA;48;0,0475119776619986;0,475119776619986;23,1;4,824;20,88;4,34888022338001;-2,22;15;"Poupartia borbonica";"LivingSpecimen";25;"Plantae";"Margaux Rojat";"2024";"France";"FR";"La Réunion";"http://creativecommons.org/licenses/by/4.0/legalcode"
"908";"INTER4 POUBOR LEULEU 1 LEULEU 4";"INTER4";"POUBOR";"LEULEU";1;"LEULEU";4;1;NA;5;3,2;3,9;1;3,5;"MR";2024-10-11;NA;12,48;0,017043773366855;0,0937407535177024;3,5;13,581;95,259;13,4872592464823;91,759;11;"Leucaena leucocephala";"LivingSpecimen";25;"Plantae";"Margaux Rojat";"2024";"France";"FR";"La Réunion";"http://creativecommons.org/licenses/by/4.0/legalcode"
"909";"INTER4 POUBOR LEULEU 1 POUBOR 1";"INTER4";"POUBOR";"LEULEU";1;"POUBOR";1;1;NA;4;3,3;2,4;2;5,2;"MR";2024-10-11;NA;7,92;-0,0193413718801617;-0,077365487520647;10,4;0;0;0,077365487520647;-10,4;15;"Poupartia borbonica";"LivingSpecimen";25;"Plantae";"Margaux Rojat";"2024";"France";"FR";"La Réunion";"http://creativecommons.org/licenses/by/4.0/legalcode"
"910";"INTER4 POUBOR LEULEU 1 POUBOR 2";"INTER4";"POUBOR";"LEULEU";1;"POUBOR";2;1;NA;4;4,5;2,7;2,25;4,6;"MR";2024-10-11;NA;12,15;-0,0122857414269846;-0,0491429657079386;10,35;1,989;26,97;2,03814296570794;16,62;15;"Poupartia borbonica";"LivingSpecimen";25;"Plantae";"Margaux Rojat";"2024";"France";"FR";"La Réunion";"http://creativecommons.org/licenses/by/4.0/legalcode"
"911";"INTER4 POUBOR LEULEU 1 POUBOR 3";"INTER4";"POUBOR";"LEULEU";1;"POUBOR";3;1;NA;3;3,2;2,4;2,25;3,5;"MR";2024-10-11;NA;7,68;-0,019741691338498;-0,0690959196847431;7,875;2,432;25,125;2,50109591968474;17,25;15;"Poupartia borbonica";"LivingSpecimen";25;"Plantae";"Margaux Rojat";"2024";"France";"FR";"La Réunion";"http://creativecommons.org/licenses/by/4.0/legalcode"
"912";"INTER4 POUBOR LEULEU 2 LEULEU 4";"INTER4";"POUBOR";"LEULEU";2;"LEULEU";4;1;NA;6;5,8;6,8;2,5;6,3;"MR";2024-10-11;NA;39,44;0,0451407838946767;0,361126271157414;15,75;12,7986666666667;61,32;12,4375403955093;45,57;11;"Leucaena leucocephala";"LivingSpecimen";25;"Plantae";"Margaux Rojat";"2024";"France";"FR";"La Réunion";"http://creativecommons.org/licenses/by/4.0/legalcode"
"913";"INTER4 POUBOR LEULEU 2 POUBOR 1";"INTER4";"POUBOR";"LEULEU";2;"POUBOR";1;0;NA;2;5,7;4,5;3;6,6;"MR";2024-10-11;NA;25,65;0,0102322281044316;0,0204644562088633;19,8;0,1;2,4436;0,0795355437911367;-17,3564;15;"Poupartia borbonica";"LivingSpecimen";25;"Plantae";"Margaux Rojat";"2024";"France";"FR";"La Réunion";"http://creativecommons.org/licenses/by/4.0/legalcode"
"914";"INTER4 POUBOR LEULEU 2 POUBOR 2";"INTER4";"POUBOR";"LEULEU";2;"POUBOR";2;1;NA;5;6;4,3;3;6,4;"MR";2024-10-11;NA;25,8;0,0104824277658918;0,0733769943612426;19,2;0,812;10,14;0,738623005638757;-9,06;15;"Poupartia borbonica";"LivingSpecimen";25;"Plantae";"Margaux Rojat";"2024";"France";"FR";"La Réunion";"http://creativecommons.org/licenses/by/4.0/legalcode"
"915";"INTER4 POUBOR LEULEU 2 POUBOR 3";"INTER4";"POUBOR";"LEULEU";2;"POUBOR";3;1;NA;6;9,9;7,2;4,25;7,3;"MR";2024-10-11;NA;71,28;0,0863429651206186;0,604400755844331;31,025;1,632;19,17;1,02759924415567;-11,855;15;"Poupartia borbonica";"LivingSpecimen";25;"Plantae";"Margaux Rojat";"2024";"France";"FR";"La Réunion";"http://creativecommons.org/licenses/by/4.0/legalcode"
"916";"INTER4 POUBOR LEULEU 3 LEULEU 4";"INTER4";"POUBOR";"LEULEU";3;"LEULEU";4;1;NA;10;3,4;5;2;3,2;"MR";2024-10-11;NA;17;0,0217543997609853;0,271929997012317;6,4;11,008;68,624;10,7360700029877;62,224;11;"Leucaena leucocephala";"LivingSpecimen";25;"Plantae";"Margaux Rojat";"2024";"France";"FR";"La Réunion";"http://creativecommons.org/licenses/by/4.0/legalcode"
"917";"INTER4 POUBOR LEULEU 3 POUBOR 1";"INTER4";"POUBOR";"LEULEU";3;"POUBOR";1;1;NA;2;4;2,5;1,5;4;"MR";2024-10-11;NA;10;-0,0158719365745806;-0,0476158097237417;6;0,005;1,62;0,0526158097237417;-4,38;15;"Poupartia borbonica";"LivingSpecimen";25;"Plantae";"Margaux Rojat";"2024";"France";"FR";"La Réunion";"http://creativecommons.org/licenses/by/4.0/legalcode"
"918";"INTER4 POUBOR LEULEU 3 POUBOR 2";"INTER4";"POUBOR";"LEULEU";3;"POUBOR";2;1;NA;3;4,7;2,6;1;3,7;"MR";2024-10-11;NA;12,22;-0,0121689815849699;-0,0365069447549097;3,7;0;0;0,0365069447549097;-3,7;15;"Poupartia borbonica";"LivingSpecimen";25;"Plantae";"Margaux Rojat";"2024";"France";"FR";"La Réunion";"http://creativecommons.org/licenses/by/4.0/legalcode"
"919";"INTER4 POUBOR LEULEU 3 POUBOR 3";"INTER4";"POUBOR";"LEULEU";3;"POUBOR";3;1;NA;5;7,3;5;3;5,4;"MR";2024-10-11;NA;36,5;0,028330003616718;0,14165001808359;16,2;0,579;12,16;0,43734998191641;-4,04;15;"Poupartia borbonica";"LivingSpecimen";25;"Plantae";"Margaux Rojat";"2024";"France";"FR";"La Réunion";"http://creativecommons.org/licenses/by/4.0/legalcode"
"920";"INTER4 POUBOR LEULEU 4 LEULEU 4";"INTER4";"POUBOR";"LEULEU";4;"LEULEU";4;1;NA;5;4,2;4,4;2,5;6,3;"MR";2024-10-11;NA;18,48;0,0232968172528687;0,163077720770081;15,75;5,696;84,36;5,53292227922992;68,61;11;"Leucaena leucocephala";"LivingSpecimen";25;"Plantae";"Margaux Rojat";"2024";"France";"FR";"La Réunion";"http://creativecommons.org/licenses/by/4.0/legalcode"
"921";"INTER4 POUBOR LEULEU 4 POUBOR 1";"INTER4";"POUBOR";"LEULEU";4;"POUBOR";1;1;NA;8;10,1;7,5;5;8,8;"MR";2024-10-11;NA;75,75;0,093798915032132;0,797290777773122;44;0,804;32,55;0,00670922222687787;-11,45;15;"Poupartia borbonica";"LivingSpecimen";25;"Plantae";"Margaux Rojat";"2024";"France";"FR";"La Réunion";"http://creativecommons.org/licenses/by/4.0/legalcode"
"922";"INTER4 POUBOR LEULEU 4 POUBOR 2";"INTER4";"POUBOR";"LEULEU";4;"POUBOR";2;1;NA;1;6,3;3,2;4;6,5;"MR";2024-10-11;NA;20,16;0,00107492049498901;0,00268730123747252;26;0,082;4,1;0,0793126987625275;-21,9;15;"Poupartia borbonica";"LivingSpecimen";25;"Plantae";"Margaux Rojat";"2024";"France";"FR";"La Réunion";"http://creativecommons.org/licenses/by/4.0/legalcode"
"923";"INTER4 POUBOR LEULEU 4 POUBOR 3";"INTER4";"POUBOR";"LEULEU";4;"POUBOR";3;1;NA;8;12,2;7,2;5;6,9;"MR";2024-10-11;NA;87,84;0,113965007745823;0,968702565839492;34,5;1,962;36,36;0,993297434160508;1,86;15;"Poupartia borbonica";"LivingSpecimen";25;"Plantae";"Margaux Rojat";"2024";"France";"FR";"La Réunion";"http://creativecommons.org/licenses/by/4.0/legalcode"
"924";"INTER4 POUBOR LEULEU 5 LEULEU 4";"INTER4";"POUBOR";"LEULEU";5;"LEULEU";4;1;NA;11;5,2;5,5;3;4,4;"MR";2024-10-11;NA;28,6;0,0338436179406119;0,406123415287343;13,2;6,76;51,03;6,35387658471266;37,83;11;"Leucaena leucocephala";"LivingSpecimen";25;"Plantae";"Margaux Rojat";"2024";"France";"FR";"La Réunion";"http://creativecommons.org/licenses/by/4.0/legalcode"
